url_path,views_total,views_unique
/olafglad/clipSlots,7,2
/olafglad/clipSlots/graphs/traffic,3,1
/olafglad/clipSlots/pulse,3,1
/olafglad/clipSlots/blob/main/Makefile,2,1
/olafglad/clipSlots/actions,1,1
/olafglad/clipSlots/blob/main/demo.tape,1,1
/olafglad/clipSlots/branches,1,1
/olafglad/clipSlots/graphs/contributors,1,1
/olafglad/clipSlots/tags,1,1
