url_path,views_total,views_unique
/olafglad/clipSlots,88,15
/olafglad/clipSlots/blob/main/docs/images/demo.gif,15,1
/olafglad/clipSlots/actions,13,1
/olafglad/clipSlots/releases/tag/v1.0.0,7,1
/olafglad/clipSlots/releases,6,1
/olafglad/clipSlots/deployments,4,1
/olafglad/clipSlots/graphs/contributors,3,1
/olafglad/clipSlots/actions/runs/22599802404/job/65478768173,2,1
/olafglad/clipSlots/deployments/github-pages,2,1
/olafglad/clipSlots/actions/runs/22364174968,1,1
