url_path,views_total,views_unique
/olafglad/clipSlots/pulls,40,1
/olafglad/clipSlots/actions,36,1
/olafglad/clipSlots,25,4
/olafglad/clipSlots/releases,14,2
/olafglad/clipSlots/actions/runs/26447434585,10,1
/olafglad/clipSlots/actions/runs/26447434585/job/77857316293,6,1
/olafglad/clipSlots/graphs/traffic,4,1
/olafglad/clipSlots/pulse,3,1
/olafglad/clipSlots/actions/runs/26532040501,2,1
/olafglad/clipSlots/actions/runs/26536660709,2,1
