url_path,views_total,views_unique
/olafglad/clipSlots/pulls,52,1
/olafglad/clipSlots,48,6
/olafglad/clipSlots/actions,40,1
/olafglad/clipSlots/releases,20,2
/olafglad/clipSlots/actions/runs/26447434585,10,1
/olafglad/clipSlots/actions/runs/26447434585/job/77857316293,6,1
/olafglad/clipSlots/releases/tag/v1.2.0,4,2
/olafglad/clipSlots/graphs/traffic,4,1
/olafglad/clipSlots/pulse,4,1
/olafglad/clipSlots/releases/tag/v1.4.0,3,1
